V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	Q1	Q2	Q3	Q4	Q35	Q35_TEXT	Q5	Q5_TEXT	Q6	Q8	Q10	Q36	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	Q33_8	Q33_9	Q33_10	Q33_11	Q33_12	Q33_13	Q33_14	Q33_15	Q33_16	Q33_17	Q33_18	Q33_19	Q33_20	Q33_21	Q33_22	Q33_23	Q33_24	Q33_25	Q33_26	Q33_27	Q33_28	Q33_29	Q33_30	Q37	Q38	Q39	LocationLatitude	LocationLongitude	LocationAccuracy
R_0VvRR70LutBdFWZ	Default Response Set	Anonymous			63.230.118.181	0	4/28/2014 11:18	4/28/2014 11:23	1	1	1	4	1	1		1		1	5	5	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2	1	2	2	2	2	1	2	2	1	1	2	2	2	no			42.90609741	-112.3974991	-1
R_3eAnrdeqn2oAnsN	Default Response Set	Anonymous			129.101.79.153	0	4/28/2014 11:19	4/28/2014 11:23	1	1	2	2	1	2		1		1	2	4	2	1	1	2	2	1	2	2	2	2	2	2	1	1	1	2	1	2	2	1	2	1	1	2	1	2	2	1	2	2	2	"no, I've always tested well and know how to please people. That doesn't mean that I think I deserve the praise, necesarrilly, I feel more like I have gamed the system. "		therapy	46.83630371	-116.6846008	-1
R_6QIP1WiaBhazvJH	Default Response Set	Anonymous			216.83.74.3	0	4/28/2014 11:44	4/28/2014 11:55	1	1	1	2	1	1		3		2	2	8	3	1	1	1	2	1	2	1	2	1	2	2	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	"Yes, it has made me less sure of my abilities in general and in particular my ability to work with others. "	Communicate more and explain that you what exactly makes you fear negative evaluations	Find support groups and talk with others (friends/family) for advice. Also talk to the person giving the evaluation and explain what you need to feel more comfortable with a negative commet 	42.41990662	-114.5914993	-1
R_ac1KJPQhrTAJMtT	Default Response Set	Anonymous			192.156.215.1	0	4/28/2014 12:43	4/28/2014 12:48	1	1	1	4	1	2		5	Distance Learning Librarian	2	4	8	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	1	2	2	2	2	1	2	2	1	1	2	2	2	No	Foster a positive environment from the top-down to help overcome these concerns.	Try to focus on the glass being half full and think about the good things you do every day.	45.65829468	-108.384201	-1
R_9FBJ3EYUHgg1jtH	Default Response Set	Anonymous			216.83.74.3	0	4/28/2014 14:03	4/28/2014 14:08	1	1	1	3	1	1		3		1	2	4	2	1	2	2	1	1	2	2	1	2	2	2	1	2	2	2	1	2	1	2	2	2	2	1	2	2	1	1	2	2	1	no			42.41990662	-114.5914993	-1
R_ddjpH7yBzFz1qiF	Default Response Set	Anonymous			63.230.119.131	0	4/28/2014 15:42	4/28/2014 15:59	1	1	1	2	1	1		3		1	3	4	2	1	1	2	1	2	2	2	1	2	1	2	2	2	2	2	1	2	1	2	2	1	2	1	2	2	1	1	2	1	2	No. I work hard and I know that I am typically viewed well by others.  I want to know if someone has critical feedback to share with me so that I can consider the validity of the statement and determine whether or not I should amend my actions/behaviour.	"I would recommend restructuring the evaluation process and developing a workplace of trust and support.  Regular check-ins and coaching sessions should be part of the evaluation process so that employees aren't hearing lots of negative feedback at once, also, so that the pressure of evaluation is reduced from a big yearly event to a regular ongoing part of work.  Also, if an employee knows he/she is going to be coached and supported through problem areas that might help reduce fear."	"I would ask them to remember that we are in a field that values life-long learning.  We value that for staff as well as our customers.  Try to redefine negative feedback on an evaluation as a way to focus your professional life-long learning.  To make our workplaces as effective and efficient as possible, every person at every level needs to be developing and improving their skills.  If your supervisor has identified an area that needs growth, don't view it as an indictment of your entire performance or value as an employee/person, try to view it as a place to focus your energy for improvement.  Also, talk to your supervisor if their feedback system isn't working for you.  Try to come to a mutually beneficial system. "	43.54690552	-116.2913055	-1
R_1FcjThAHoDpI8dv	Default Response Set	Anonymous			157.145.220.103	0	4/28/2014 17:07	4/28/2014 17:26	1	1	1	5	1	1		1		1	7	5	2	1	2	2	2	2	2	2	1	1	1	2	1	2	2	1	1	2	1	2	2	1	2	2	2	1	1	1	2	2	1	No	Managers/supervisors communicating to staff that they want staff to succeed and inviting suggestions on what staff might find useful in developing skills to help them succeed	"Asking for feedback from managers/supervisors well before the formal evaluation, and setting up an agreement on what actions on the librarian's part would turn any negative feedback into postive. "	34.28630066	-119.2266998	-1
R_a2x0dDHdZBxoezj	Default Response Set	Anonymous			161.133.200.57	0	4/28/2014 17:27	4/28/2014 17:41	1	1	1	2	1	2		3		2	3	8	3	1	1	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	1	1	2	2	1	2	1	2	2	1	2	2	2	NO	Give them positive feedback and encouragement on things they are doing well.	"Having more exposure and interactions with people, patrons, staff can help."	43.55659485	-83.99430084	-1
R_78pyPDON9FKPUCV	Default Response Set	Anonymous			95.23.103.72	0	4/28/2014 18:03	4/28/2014 18:11	1	1	1	4	1	2		3		1	4	5	2	1	2	2	1	2	1	2	1	2	1	2	1	2	2	1	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	I'm not afraid of a negative evaluation. That's how I learn and discover another point of view.	Change formal evaluations for informal evaluations	"Learn from it and if you totally disagree with it, find another job."	41.38150024	2.159896851	-1
R_eONteV6Uv4JCD2Z	Default Response Set	Anonymous			174.2.212.136	0	4/28/2014 21:15	4/28/2014 21:22	1	1	1	3	1	2		1		2	6	8	2	1	2	1	2	2	2	2	2	1	2	2	1	1	1	1	2	2	1	2	1	2	1	1	2	2	2	1	1	2	1	No.  Not that I recall.	I think that supervisors need to learn how to be better at giving honest and objective feedback.  If people get used to the idea that feedback is objective and not personal then things will likely get better.	"It doesn't feel very good sometimes but sometimes the feedback can be useful.  If someone is just being mean, talk to someone you trust and they likely can support you.  You don't have to take it on your own."	52.11929321	-106.6594009	-1
R_0PL2NyqRa8l3M9f	Default Response Set	Anonymous			67.60.254.201	0	4/29/2014 18:10	4/29/2014 18:16	1	1	1	3	1	1		2		1	5	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	no	institute self assessments 		43.54690552	-116.2913055	-1
R_blusP1e9f4WggNT	Default Response Set	Anonymous			108.15.125.187	0	4/29/2014 19:21	4/29/2014 19:26	1	1	1	5	7	2		1		2	1		2	1	1	1	2	1	2	1	2	1	2	2	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	2	1				39.08399963	-76.61569977	-1
R_cTq2WV9avzqVTtr	Default Response Set	Anonymous			63.148.189.170	0	4/23/2014 9:47	4/23/2014 9:50	0	1	1	2	1	1		3		2	3	8	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	1						-1
R_d5PBIUThq2fISJD	Default Response Set	Anonymous			18.90.3.229	0	4/30/2014 10:04	4/30/2014 10:08	1	1	1	3	1	2		2		2	4	6	2	1	2	1	2	1	2	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	1	2	2	2	1	2	2	1	No	"There has to be transparency and honesty in communication. What supervisors expect must be very obvious, and what constitutes less than acceptable performance should be noted often, and early in a person's work."		42.36459351	-71.10279846	-1
R_8DhuIrrxcuyokfz	Default Response Set	Anonymous			128.205.114.118	0	4/23/2014 11:08	4/23/2014 11:12	0	1	1	2	1	4		5		2	2	8	2	1	1	2	2	2	1	2	2	1	2	2	2	1	1	2	2	1	1	2	2	2	2	2	1	2	2	1	2	2	1						-1
R_1zD4lhZqE8MVP4V	Default Response Set	Anonymous			205.189.35.101	0	5/1/2014 13:07	5/1/2014 13:14	1	1	2	2	1	1		3		2	2	8	2	1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	1	2	1	1	2	2	2	1	1	2	1	1	2	2	1	no	"frequent contact with managers --soliciting feedback, and providing progress current working goals and projects"	positive reinforcement in the form of seeing the results of what you have accomplished - reminding oneself constantly	43.61349487	-116.2034988	-1
R_8tPAObiNliVyj7T	Default Response Set	Anonymous			129.119.6.65	0	5/2/2014 16:00	5/2/2014 16:07	1	1	1	2	1	2		1		1	2	8	3	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	2	2	2	1	1	1	1	1	2	1	1	"It has not necessarily affected my career, but it definitely affects the time I spend on my work vs. the time I spend forming responses and writing rebuttals to misplaced negative-evaluative feedback."	"Remove administrators with a bully pulpit, who use their influence to intimidate their employees. And especially those who get bullied and are not strong enough to stop themselves from turning around and doing the same to their employees."	"If you are receiving negative evaluation and that is what is leading to your fear, find a way out of that job and into a new one!"	32.76730347	-96.77760315	-1
R_7VXjSjVlSHDKBJr	Default Response Set	Anonymous			75.89.103.106	0	5/6/2014 16:45	5/6/2014 16:49	1	1	2	2	1	1		3		1	1	5	2	1	1	2	2	1	2	1	2	1	2	2	2	1	1	2	2	1	1	1	1	2	1	2	1	1	2	2	1	2	1	No.	To embrace and discuss that fear.	Life is more important than such worry.	34.74490356	-92.32050323	-1
R_9REV8voUwJsIY29	Default Response Set	Anonymous			198.167.32.134	0	5/7/2014 15:35	5/7/2014 16:36	1	1	1	5	1	2		2		1	5	5	2	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	1	2	1	1	2	2	2	1	2	2	2	1	No	Have a clearly defined set of expectations for each position in the organization. Provide continual feedback rather than waiting for a formal evaluation to communicate praise or concerns. Limit remarks concerning weak areas of job performance to private conversation with the individual involved. Provide frequent positive feedback. Provide social interaction in non-threatening situations.	"Once while dealing with strong criticism from my supervisor - which, unfortunately, was warranted - I realized, ""I am constantly seeking to improve my job performance through professional development and readings in my field.  If my supervisor had come to me and said, ""Would you like to know how you can improve as a librarian?"" I would have promptly answered, ""YES!"" I need to rethink my response to this criticism and see it as an opportunity to improve professionally and personally."" Ever since that epiphany, I have always tried (with varying levels of succes!) to view my annual performance review as well as other criticisms of my work as an opportunity to become an even better librarian."	30.5019989	-87.36009979	-1
R_cIyacDhl1EKhl7n	Default Response Set	Anonymous			158.135.25.229	0	5/8/2014 11:53	5/8/2014 11:57	1	1	4	1	7	2		1		1	1	11	2	1	1	1	2	1	2	1	2	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	"negative evaluations affect tenure. It feels like I'm being constantly scrutinized (even my personality, work style, personal taste in clothes, music, religion, etc.) for 6 years.  It is exhausting trying to keep up a "	I wish I (or anyone) had some.		30.71420288	-95.54820251	-1
R_0k76zQW7E6OrDY9	Default Response Set	Anonymous			207.159.160.46	0	5/13/2014 8:45	5/13/2014 9:05	1	1	1	2	1	2		1		2	2	11	3	1	1	2	2	2	2	2	1	1	2	2	1	1	2	2	1	1	1	2	2	1	2	1	2	2	1	2	2	2	2	"No. In my experience library evaluations are generally not particularly rigorous, and my working environment has been collegial."	"When librarians have faculty status some of this stress comes from a disconnect between the formal evaluation criteria, written with faculty in mind, and the job description of the librarian, which may not mesh with the eval. criteria. More closely aligned evaluation criteria would go a long to way improving this process."	"I think it's important to try to keep some perspective and realize that, barring a toxic work environment, most of your colleagues are not as worried about your performance as you are. Also, mentoring programs might help those unfamiliar with the evaluation process learn how to navigate it effectively."	42.12510681	-72.74949646	-1
R_af8P6X8hyNVREnX	Default Response Set	Anonymous			129.15.127.46	0	5/19/2014 13:56	5/19/2014 14:17	1	1	1	2	1	2		1		1	2	8	2	1	1	1	2	1	2	1	1	1	2	1	2	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	No	"For me, I feel that having an ongoing dialog about performance, expectations, improvements would help in alleviating some of the fear. Part of the problem is not knowing and having feedback, save for the one time of the year when evaluations occur. I crave feedback so that I can improve and grow and feel stifled without it. I see the worst in myself and expect others to see it too."		35.25230408	-97.46029663	-1
R_5nj8MbqepFqmQm1	Default Response Set	Anonymous			68.232.27.29	0	5/20/2014 9:59	5/20/2014 10:03	1	1	1	2	1	2		3		1	2	4	2	1	1	2	2	1	2	1	2	2	2	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	2	1	2	1	sometimes.  I try to keep it in check.  I know that my fears are silly but you cant help but have them. 	"Make the evaluation process transparent and get rid of the ANNUAL eval, find something to takes its place why the person is getting continual feedback/evaluation."	Trudge on.	33.24710083	-95.90000153	-1
R_0dLEXS7QokP9y17	Default Response Set	Anonymous			152.2.50.193	0	4/23/2014 9:44	4/23/2014 9:47	1	1	1	1	1	2		3		1	1	8	2	2	1	2	2	1	2	1	2	2	2	2	2	1	1	2	2	1	2	1	1	2	2	2	1	1	2	1	1	1	2	It has			36.05250549	-79.10769653	-1
R_3BCTOYP3iQ2ryZv	Default Response Set	Anonymous			199.249.157.129	0	4/23/2014 9:43	4/23/2014 9:48	1	1	1	2	1	2		1		1	2	4	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	No. I would never get anything done if I weren't afraid of the consequences of sitting on my butt all the time.	This isn't a workplace issue; it's a social and psychological one.	Therapy and drugs.	38.08880615	-78.55919647	-1
R_dd3MRfuKooCb5tj	Default Response Set	Anonymous			128.227.108.98	0	4/23/2014 9:44	4/23/2014 9:48	1	1	1	2	1	2		3		2	2	8	2	2	1	1	2	1	2	1	2	1	2	2	2	1	1	2	2	1	2	1	2	2	1	2	1	1	2	2	1	2	1	"I separate the formal evaluation with daily informal evaluations.  Oddly, I'm not concerned about the official evaluation but rather worry more about casual interactions."			29.65159607	-82.32479858	-1
R_50zFLfHV7l7TDy5	Default Response Set	Anonymous			199.201.192.254	0	4/23/2014 9:42	4/23/2014 9:50	1	1	1	1	1	1		5	Public Relations	2	1	6	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	Yes.  The fear of failing or being told no often stifles my ability to take creative risks.	Offer more frequent unofficial evaluations where employees are told how they are doing.  Make sure evaluations have sections that focus on what the employee is doing right.  Have supervisors give praise when it's due.		39.11019897	-94.68990326	-1
R_b2Ws0FupUwvqju5	Default Response Set	Anonymous			168.18.218.11	0	4/23/2014 9:45	4/23/2014 9:50	1	1	1	1	1	2		5	Instruction	1	1	8	2	2	2	2	2	2	2	1	2	1	2	2	2	1	1	2	2	1	1	1	1	2	1	2	1	1	2	2	2	2	1	Sometimes I feel discouraged about trying new projects because of how they will be received.	Have evaluations/feedback more frequently so the librarian has a more realistic idea of his/her success in the workplace. Have opportunities for peer feedback before formal evaluations.	Think about your performance from the perspective of your supervisor. Sometimes just attempting to have a new perspective helps you realize how unfounded your fears are.	33.94099426	-83.43409729	-1
R_da3iDvMJdNZobhX	Default Response Set	Anonymous			137.104.115.224	0	4/23/2014 9:49	4/23/2014 9:52	1	1	1	4	1	2		1		1	4	4	2	2	1	1	2	1	2	1	2	1	2	1	2	2	2	2	2	1	1	1	1	2	1	2	1	1	2	2	2	2	1				42.75259399	-90.4890976	-1
R_e4c59p6fBXSc7YN	Default Response Set	Anonymous			158.80.80.2	0	4/23/2014 9:48	4/23/2014 9:52	1	1	1	4	1	2		2		1	7	4	2	2	2	2	2	2	1	2	1	2	1	2	2	2	2	1	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	 No	"Hard to say depends on whether it is a personal problem of the evaluated, or a problem endemic to the institution, or something else"	"Be positive, track your accomplishments and point them out, be positive in all relationships"	42.9618988	-83.72039795	-1
R_6x0fe6DJ7HP1HiB	Default Response Set	Anonymous			128.239.113.124	0	4/23/2014 9:49	4/23/2014 9:53	1	1	2	5	1	2		3		1	7	4	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	2	2	1	1	2	2	2	1	1	2	1	1	2	1	"yes, a little afraid to take risks"	"accept mistakes and failure, accept all kinds of people, realiza all types make for a stron org."		37.27070618	-76.70749664	-1
R_b1JpkVLmSndcp37	Default Response Set	Anonymous			163.118.90.24	0	4/23/2014 9:43	4/23/2014 9:53	1	1	1	4	1	2		1		1	6	4	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	"Yes.  Don't voice opinions. Don't act on ideas or take risks, even when I think it would be beneficial to the library."	"I need to continually be reinforced that I am performing as expected, not just told when I am not."		28.0717926	-80.62400055	-1
R_0NbzUl4fp5kTVjf	Default Response Set	Anonymous			134.39.119.2	0	4/23/2014 9:47	4/23/2014 9:55	1	1	1	2	1	2		1		2	1	8	2	2	1	1	2	1	1	1	2	1	2	2	2	1	1	2	1	1	2	1	1	1	2	2	1	1	2	2	1	2	2	It has made me less likely to take initiative for fear that potential failure would be more damaging than potential success would be helpful.	Create more of a team atmosphere and reduce the superior attitude of faculty librarians over people with the same degree who are staff.	"The potential success is far more important than you might think, and definitely worth the risk of some failures from time to time."	47.10150146	-122.3272018	-1
R_0lyLUtSbr1VyiSV	Default Response Set	Anonymous			98.219.214.66	0	4/23/2014 9:51	4/23/2014 9:56	1	1	1	1	1	1		2		1	2	8	2	2	2	1	2	1	2	1	2	2	1	1	1	1	2	2	1	2	2	1	1	2	2	1	1	1	2	2	1	2	1	"No, I do not feel that my fear is irrational or out of control."	Consistency and no surprises - anything brought up in formal evaluations should have already been informally addressed.	Practice.	41.02850342	-79.33719635	-1
R_ahhOGBtiTHAir77	Default Response Set	Anonymous			209.184.246.201	0	4/23/2014 9:50	4/23/2014 9:56	1	1	2	4	1	2		2		1	6	4	2	2	1	1	2	1	2	2	2	2	2	1	2	1	1	2	2	2	2	1	2	1	2	1	2	2	2	2	2	2	1	It has given me the appearance of being less confident in my position. It has hindered me from going further.	"True transparency. Not just a word in the mission statement, but actually do it. Give comments and compliments other times besides at evaluation time. That way  the employee will have a gauge on how they are doing and not be surprised."	"No, but I would love to hear some."	37.33230591	-95.26119995	-1
R_ePcplupDAQRRd5z	Default Response Set	Anonymous			129.22.98.173	0	4/23/2014 9:53	4/23/2014 9:59	1	1	1	5	1	2		5	Library preservation	2	6	8	5	2	1	1	2	1	2	1	2	1	2	1	1	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	2	1	"Depression, anxiety, multitasking, working too many hours"	give more posoitive evaluations to those deserving	"Ask reviewer for specifics on how to improve, defend yourself if falsly evaluated"	41.50740051	-81.6053009	-1
R_cC3CPAoGn2r0LlP	Default Response Set	Anonymous			128.220.159.5	0	4/23/2014 9:50	4/23/2014 9:59	1	1	1	2	1	2		1		2	3	8	4	2	1	2	2	1	2	1	2	1	2	1	2	1	1	2	1	1	2	1	2	2	1	2	1	2	2	2	1	1	2	Yes. It has stopped me from taking risks and accepting leadership opportunities.			39.32879639	-76.59670258	-1
R_5isWOg4uhrugZoN	Default Response Set	Anonymous			70.181.156.245	0	4/23/2014 9:53	4/23/2014 10:00	1	1	1	3	1	2		3		2	2	11	1	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	1	2	1	1	2	No	"Change the workplace atmosphere to collaborative and supportive, everyone watches experienced librarians and discusses one thing that went well and one thing to improve"		32.7947998	-116.9625015	-1
R_a3IsabWiuMipQzj	Default Response Set	Anonymous			71.174.116.10	0	4/23/2014 9:52	4/23/2014 10:00	1	1	1	2	1	1		3		1	3	4	2	2	2	2	2	1	2	2	2	1	2	2	2	1	1	2	1	2	1	2	1	2	1	2	2	1	2	1	2	2	2	Concerns about negative evaluations often make me work harder to improve on what I see as my own shortcomings.	"A genuine -fear- of negative evaluations is a management problem that should be addressed at a higher level.  Personal concerns about negative evaluations should be addressed with routine, calm, growth-oriented evaluations."	Take deep breaths.  Do the best work you know how and ask for feedback between evaluations.	42.48779297	-71.27639771	-1
R_3qhQng9i4V6UlCJ	Default Response Set	Anonymous			168.178.63.76	0	4/23/2014 9:55	4/23/2014 10:00	1	1	1	4	1	1		2		2	5	8	3	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	1				40.57569885	-112.3346024	-1
R_eKbd2YYHfGKfmqF	Default Response Set	Anonymous			64.26.72.143	0	4/23/2014 9:57	4/23/2014 10:01	1	1	1	2	1	1		3		1	3	4	1	2	1	1	2	1	2	1	2	1	2	2	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	No	Clear evaluation procedures. 		38.77430725	-76.07630157	-1
R_6ujxxtz1UK8YVox	Default Response Set	Anonymous			204.101.146.140	0	4/23/2014 9:56	4/23/2014 10:06	1	1	1	2	1	1		2		1	1	8	2	2	1	1	2	1	2	2	2	1	2	2	2	1	1	2	2	1	2	1	1	2	2	2	1	1	2	2	2	2	1	"Not my career, but my personal life, definitely."	Supervisors need to conciously offer positive reinforcement on a regular basis. 	"Try and create an open dialogue with your superiors. It can be a challenge, but it is well worth the effort. "	44.25	-79.46669769	-1
R_88tggPjwayGYeJn	Default Response Set	Anonymous			128.138.65.66	0	4/23/2014 10:04	4/23/2014 10:07	1	1	1	2	1	2		3		2	1	8	2	2	1	1	2	1	2	2	2	2	2	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	"No, not too much"	Not to be dysfunctional & not to replicate the mroe messed up academic structures		40.08779907	-105.373497	-1
R_0wYQAdUJFw6F0Tb	Default Response Set	Anonymous			128.59.152.52	0	4/23/2014 10:08	4/23/2014 10:11	1	1	1	2	1	4		1		2	2	8	2	2	1	1	2	1	2	1	2	1	2	1	1	1	1	2	2	2	2	1	1	2	1	2	1	1	2	2	1	2	1		make the evaluation process more holistic and ongoing. regular feedback is needed throughout the year 		40.80059814	-73.96530151	-1
R_9owjLvM6XrlJB1r	Default Response Set	Anonymous			130.70.0.34	0	4/23/2014 10:10	4/23/2014 10:14	1	1	1	2	1	2		3		2	1	8	2	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1				30.16889954	-92.05989838	-1
R_9Tzpgr8xsykPBQx	Default Response Set	Anonymous			75.146.14.162	0	4/23/2014 10:15	4/23/2014 10:17	1	1	1	3	7	1		2		1	4	4	1	2	1	1	2	1	2	2	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	2	1	2	2	1	2	2	1				35.90240479	-86.95950317	-1
R_5iHWSKBghE03rYp	Default Response Set	Anonymous			137.49.123.109	0	4/23/2014 10:00	4/23/2014 10:18	1	1	1	3	1	2		1		1	3	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	2	1	1	1	2	1	2	1	1	2	2	1	2	1	"I become anxious, depressed and unable to sleep when preparing documents for my annual evaluation, even when I have had a positive year.  This has a huge impact on my ability to perform on a daily basis."			41.78140259	-72.75440216	-1
R_cvbJb7mIg0OjEt7	Default Response Set	Anonymous			50.201.247.221	0	4/23/2014 10:16	4/23/2014 10:19	1	1	1	3	1	1		5	Youth Services	1	2	8	2	2	1	1	2	1	2	1	1	1	2	2	2	2	1	2	1	1	2	1	2	2	2	2	2	1	2	1	1	2	2	"No, because the evaluations at my institution are the same every year and everyone gets a positive one."	None.	No.	40.03790283	-76.30549622	-1
R_7WNb7c6N1oEeXPv	Default Response Set	Anonymous			12.160.58.83	0	4/23/2014 10:14	4/23/2014 10:21	1	1	1	2	3	2		1		1	2	8	2	2	2	1	2	1	2	1	2	1	2	2	2	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	"Yes, that is why I have stayed in dead-end positions."	"Better goal setting, and making sure emplyees are all on one achord. Everyone is clear on the role they will play in reaching or accomplishing these goals.  Positive feedback when an employee is performing well."	A better system of checks and balances	38.89509583	-77.03639984	-1
R_1HxrGAOXOGPKOsB	Default Response Set	Anonymous			66.213.24.10	0	4/23/2014 10:16	4/23/2014 10:21	1	1	1	4	1	1		3		2	2	8	1	2	1	1	2	1	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	2	1	2	1	1	2	2	2	2	1	sometimes makes me focus on myself and miss how others are reacting so not seen as good leader			39.7519989	-84.2460022	-1
R_dm4fNB3mIC9k2Jn	Default Response Set	Anonymous			38.96.221.1	0	4/23/2014 10:06	4/23/2014 10:21	1	1	1	2	1	1		3		2	3	8	3	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	2	1	It has given me less confidence in myself and I find myself questioning my actions more.	Supervisors should be aware that some people have this and create an environment where staff members feel that they can be themselves.	Know that you are not the only one who is self conscious and learn to give yourself credit for the good things you do and let go of your mistakes.	32.94779968	-96.89150238	-1
R_8vk1UxLdORKpja5	Default Response Set	Anonymous			165.134.155.137	0	4/23/2014 10:13	4/23/2014 10:23	1	1	1	3	1	2		1		2	2	10	2	2	2	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	Yes. I've worked hard to compensate for feelings of inadequacy which has helped my evaluations. But I also avoid supervisory positions when offered to me.	Discourage gossip.	"Do your work to the best of your ability in a 40 hour work week, don't get too involved with library relationships and politics."	38.64460754	-90.25330353	-1
R_6fKjUm2Xepkose1	Default Response Set	Anonymous			198.111.161.114	0	4/23/2014 10:17	4/23/2014 10:24	1	1	1	2	1	1		2		1	3	4	2	2	1	1	2	2	2	1	2	1	2	2	2	2	1	2	2	1	1	1	1	2	2	2	1	1	2	1	2	2	2	Maybe.  I am a hard worker and perhaps fear of negative evlautations has been a motivator.	"I don't think it is a workplace problem, I think it is a personal one."		42.33439636	-83.27519989	-1
R_5dqa7fQhHO0YiZ7	Default Response Set	Anonymous			130.126.37.167	0	4/23/2014 9:45	4/23/2014 10:29	1	1	1	2	1	2		1		1	1	6	2	2	1	2	2	2	2	1	2	1	2	2	2	1	1	2	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	"No, I don't think it has"			40.10949707	-88.21230316	-1
R_0960At3a6oItF9b	Default Response Set	Anonymous			129.74.239.209	0	4/23/2014 10:23	4/23/2014 10:32	1	1	1	3	1	2		3		2	4	8	2	2	1	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	2	1	2	2	Yes. I find that I do or agree to do more than I should for my well being. In these cases I rarely speak to power but because of some treatment in the past I have learned to be more self aware and am more confident about performing more accurate self assessment of resources before saying yes. 	Human nature and distrust interfere with being able to have open conversations about the root cause and possible solutions without fear of retaliation. 	"Get to know your tendencies and pressure points. Identify appropriate professional development opportunities to build a toolbox to address the triggers and be open with support structures within your organization that can help mentor, counsel and evaluate your progress."	41.70069885	-86.25009918	-1
R_bQ9EZ51hOk3Wd4F	Default Response Set	Anonymous			35.8.222.43	0	4/23/2014 10:27	4/23/2014 10:35	1	1	1	5	1	2		5	Collection development/maintenance	2	7	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	2	2	2	2	1	2	2	Not sure.  I only know that I haven't risen very far.	Help the librarians who suffer from this learn more about it.  Help the supervisors learn more about it.  Get info about this taught in MLS courses on administration and management.  Are there books we should buy for our collection?  We are a huge university library but our school doesn't have an MLS program.  Who are the greats in this subject?  Are there speakers you would recommend for library conference speakers?	"Pray for calmness, wisdom, guidance before you go into your evaluation interview.  "	42.728302	-84.48819733	-1
R_bQ2jz0nhiIUrAep	Default Response Set	Anonymous			137.48.68.113	0	4/23/2014 10:35	4/23/2014 10:39	1	1	1	2	1	2		3		1	1	11	2	2	2	2	1	1	2	1	1	2	1	2	2	2	2	1	1	2	2	1	2	1	2	1	2	2	1	1	2	2	2	No	A negative evaluation should never be a surprise. If an employee needs improvement he or she should be informed immediately.	Work with your suprevisor about job expectations before you are being evaulated. You should generally know what the evaluation will say before you get it formally.	41.29170227	-96.1710968	-1
